id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
441,Nethiazide,nethiazide Citrate,Bristol-Myers Squibb,Musculoskeletal,Bisphosphonate,45817-581-24,93.07,Rectal Suppository,"20 mg Rectal Suppository, 20 units per package. Typical dosing: twice daily.","nethiazide belongs to the class of bisphosphonate agents within the musculoskeletal category.

Mechanism of Action: nethiazide works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Low protein binding (<30%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Fatigue, Abdominal pain, Vomiting, Pruritus.",,393
442,Figliflozin,figliflozin Sodium,Strides Pharma,Antidiabetic,DPP-4 Inhibitor,43690-106-89,170.15,Vaginal Tablet,"50.0 mg Vaginal Tablet, 120 Vaginal Tablets per bottle. Typical dosing: twice daily.","figliflozin improves insulin sensitivity and reduces hepatic glucose production, leading to better glycemic control.

Mechanism of Action: figliflozin works by stimulating insulin release from pancreatic beta cells.

Pharmacokinetics: Slowly absorbed after oral administration. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Diabetic ketoacidosis; Acute or chronic metabolic acidosis; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment (GFR < 30 mL/min).

Common Adverse Effects: Genital mycotic infections, Nausea, Pruritus, Abdominal pain, Headache, Dizziness, Diarrhea.",,631
443,Dotinib,dotinib,Boehringer Ingelheim,Otological,Anti-Infective,25826-462-11,93.2,Film-Coated Tablet,"10 mg Film-Coated Tablet, 50 Film-Coated Tablets per bottle. Typical dosing: once daily.","dotinib belongs to the class of anti-infective agents within the otological category.

Mechanism of Action: dotinib works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is reduced when taken with food. Crosses the blood-brain barrier. Undergoes conjugation reactions in the liver. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Abdominal pain, Rash, Diarrhea, Dizziness, Pruritus.",,354
444,Lozepine,lozepine,Eli Lilly,Otological,Anti-Infective,90494-440-33,84.82,Topical Ointment,"200 mg/g Topical Ointment, 15 g tube. Typical dosing: as directed by physician.","lozepine is a anti-infective medication classified under otological drugs.

Mechanism of Action: lozepine works by enhancing physiological defense mechanisms.

Pharmacokinetics: Absorption is reduced when taken with food. Crosses the blood-brain barrier. Metabolism shows significant inter-individual variability. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Headache, Nausea, Abdominal pain, Dizziness, Vomiting, Rash.",,521
445,Cistrol,cistrol,Bayer,Hormonal,Growth Hormone,32612-714-48,45.05,Drops,"0.15 mg Drops, 30 units per package. Typical dosing: three times daily.","cistrol is indicated for therapeutic applications related to hormonal conditions.

Mechanism of Action: cistrol works by counteracting pathological changes in tissue function.

Pharmacokinetics: Well absorbed through transdermal application. Accumulates in adipose tissue due to lipophilic properties. Metabolized through multiple pathways with no single dominant route. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation.

Common Adverse Effects: Vomiting, Headache, Rash, Abdominal pain, Nausea, Fatigue.",NAT2,766
446,Zodipine,zodipine Sodium CR,GlaxoSmithKline,Dermatological,Antipsoriatic,75439-400-41,30.01,Topical Cream,"0.5 % Topical Cream, 5 g tube. Typical dosing: three times daily.","zodipine is indicated for therapeutic applications related to dermatological conditions.

Mechanism of Action: zodipine works by binding to specific receptors in target tissues.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Low protein binding (<30%). Metabolized via non-CYP450 pathways. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Nausea, Abdominal pain, Vomiting, Fatigue, Headache, Pruritus, Rash.",,523
447,Heridone,heridone Maleate,AstraZeneca,Immunological,Vaccine,84172-739-80,56.45,Tablet,"0.5 g Tablet, 90 Tablets per bottle. Typical dosing: once daily.","heridone is indicated for therapeutic applications related to immunological conditions.

Mechanism of Action: heridone works by enhancing physiological defense mechanisms.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Distribution limited primarily to the vascular compartment. Metabolism shows significant inter-individual variability. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Headache, Nausea, Abdominal pain, Dizziness, Pruritus, Rash, Vomiting.",,313
448,Finavir,Sanfinavir,Sanofi,Immunological,Antirheumatic,16270-154-61,419.59,Inhalation Solution,"2.0 mg/mL Inhalation Solution, 15 mL bottle. Typical dosing: as directed by physician.","finavir belongs to the class of antirheumatic agents within the immunological category.

Mechanism of Action: finavir works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is reduced when taken with food. Moderately protein-bound (approximately 60-80%). Subject to minimal metabolism, with most of the drug excreted unchanged. Elimination rate depends on hepatic function.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Rash, Pruritus, Headache, Diarrhea.",,423
449,Petriptan,petriptan HCl,Genentech,Central Nervous System,SSRI,76953-589-70,237.77,Injection,"25 mcg/mL Injection, 25 10 mL vials. Typical dosing: at bedtime.","petriptan is indicated for the management of chronic pain conditions through its action on central pain pathways.

Mechanism of Action: petriptan works by enhancing GABAergic neurotransmission, producing anxiolytic and sedative effects.

Pharmacokinetics: Absorption is reduced when taken with food. Highly protein-bound (approximately 90-95%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Severe renal impairment; Angle-closure glaucoma; Recent myocardial infarction; Severe hepatic impairment.

Common Adverse Effects: Somnolence, Memory impairment, Depression, Fatigue, Diarrhea, Tremor, Abdominal pain.",,690
450,Beglinide,Verbeglinide ER,Vertex,Antidiabetic,Meglitinide,59331-865-88,375.66,Ophthalmic Ointment,"0.5 % Ophthalmic Ointment, 60 g tube. Typical dosing: twice daily.","beglinide improves insulin sensitivity and reduces hepatic glucose production, leading to better glycemic control.

Mechanism of Action: beglinide works by increasing tissue sensitivity to insulin and reducing hepatic glucose production.

Pharmacokinetics: Slowly absorbed after oral administration. Moderately protein-bound (approximately 60-80%). Subject to minimal metabolism, with most of the drug excreted unchanged. Clearance is reduced in patients with renal impairment.

Contraindications: Severe renal impairment; Pregnancy and lactation; Diabetic ketoacidosis; Type 1 diabetes mellitus (for certain antidiabetic classes).

Common Adverse Effects: Vomiting, Weight gain, Diarrhea, Urinary tract infections, Dizziness, Abdominal pain, Fatigue.",,375
451,Reprazole,reprazole,Johnson & Johnson,Hormonal,Oxytocic,90868-927-93,209.95,Otic Solution,"1.0 % Otic Solution, 30 mL bottle. Typical dosing: as directed by physician.","reprazole is indicated for therapeutic applications related to hormonal conditions.

Mechanism of Action: reprazole works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Distribution limited primarily to the vascular compartment. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Diarrhea, Dizziness, Pruritus, Vomiting, Nausea, Fatigue.","HLA-B*5701,TPMT",367
452,Zovir,IP-zovir,Intas Pharmaceuticals,Nutritional,Amino Acid,81728-306-83,6.34,Effervescent Tablet,"500 mg Effervescent Tablet, 90 Effervescent Tablets per bottle. Typical dosing: once daily.","zovir is used in the treatment of conditions requiring nutritional therapy.

Mechanism of Action: zovir works by enhancing physiological defense mechanisms.

Pharmacokinetics: Absorption is enhanced when taken with food. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Pruritus, Vomiting, Rash, Diarrhea, Headache.",,474
453,Mifloxacin,mifloxacin,Amgen,Antiparasitic,Antiprotozoal,32866-834-18,29.89,Otic Solution,"2.5 % Otic Solution, 30 mL bottle. Typical dosing: twice daily.","mifloxacin is indicated for therapeutic applications related to antiparasitic conditions.

Mechanism of Action: mifloxacin works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Slowly absorbed after oral administration. Distribution limited primarily to the vascular compartment. Metabolism shows significant inter-individual variability. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Nausea, Fatigue, Pruritus, Rash, Dizziness, Diarrhea.",,500
454,Glicaine,glicaine,AbbVie,Gastrointestinal,Antidiarrheal,66996-771-95,134.53,Inhalation Solution,"50.0 mg/mL Inhalation Solution, 240 mL bottle. Typical dosing: once daily.","glicaine provides relief from symptoms associated with gastroesophageal reflux disease (GERD) and peptic ulcer disease.

Mechanism of Action: glicaine works by inhibiting the gastric H+/K+ ATPase enzyme system, suppressing gastric acid production.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Widely distributed throughout body tissues. Metabolism shows significant inter-individual variability. Eliminated through both renal and biliary routes.

Contraindications: Pregnancy and lactation; Gastrointestinal perforation; Active gastrointestinal bleeding; Severe hepatic impairment; Inflammatory bowel disease in acute phase.

Common Adverse Effects: Dizziness, Rash, Nausea, Constipation, Dry mouth.",,212
455,Pasteride,pasteride,Johnson & Johnson,Hormonal,Antithyroid,64405-481-94,95.77,Ophthalmic Ointment,"0.05 % Ophthalmic Ointment, 20 g tube. Typical dosing: as directed by physician.","pasteride is used in the treatment of conditions requiring hormonal therapy.

Mechanism of Action: pasteride works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Moderately protein-bound (approximately 60-80%). Metabolized via non-CYP450 pathways. Prolonged half-life allowing once-daily dosing.

Contraindications: Pregnancy and lactation; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Diarrhea, Headache, Pruritus, Nausea, Fatigue.",,351
456,Milukast,GS-milukast Oral,Gilead Sciences,Immunological,Monoclonal Antibody,55918-221-39,243.0,Vaginal Cream,"10 mg Vaginal Cream, 60 g tube. Typical dosing: twice daily.","milukast is a monoclonal antibody medication classified under immunological drugs.

Mechanism of Action: milukast works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Well absorbed through transdermal application. Low protein binding (<30%). Metabolism shows significant inter-individual variability. Eliminated through both renal and biliary routes.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Rash, Diarrhea, Headache, Pruritus, Dizziness, Nausea.","HLA-B*1502,ABCB1,TPMT",461
457,Lotriptan,lotriptan Maleate,Novartis,Dermatological,Corticosteroid,17785-797-28,56.24,Syrup,"5.0 % Syrup, 10 mL bottle. Typical dosing: three times daily.","lotriptan is a corticosteroid medication classified under dermatological drugs.

Mechanism of Action: lotriptan works by binding to specific receptors in target tissues.

Pharmacokinetics: Absorption is enhanced when taken with food. Highly protein-bound (approximately 90-95%). Metabolized to active metabolites that contribute to the therapeutic effect. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Nausea, Diarrhea, Headache, Fatigue, Pruritus.",,386
458,Nogliptin,Cipnogliptin Citrate,Cipla,Antiviral,Nucleoside Analog,68974-166-62,593.36,Film-Coated Tablet,"50 mg Film-Coated Tablet, 10 Film-Coated Tablets per bottle. Typical dosing: once daily.","nogliptin is a nucleoside analog medication classified under antiviral drugs.

Mechanism of Action: nogliptin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Accumulates in adipose tissue due to lipophilic properties. Metabolized to active metabolites that contribute to the therapeutic effect. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation.

Common Adverse Effects: Nausea, Dizziness, Fatigue, Rash.",,538
459,Abzole,abzole Sulfate,Vertex,Gastrointestinal,Proton Pump Inhibitor,65849-805-36,268.12,Intravenous Solution,"25.0 mg/mL Intravenous Solution, 480 mL bottle. Typical dosing: once daily.","abzole is a proton pump inhibitor used in the treatment of acid-related gastrointestinal disorders.

Mechanism of Action: abzole works by inhibiting the gastric H+/K+ ATPase enzyme system, suppressing gastric acid production.

Pharmacokinetics: Absorption is reduced when taken with food. Does not significantly penetrate the blood-brain barrier. Metabolism shows significant inter-individual variability. Excreted in urine as metabolites.

Contraindications: Gastrointestinal perforation; Inflammatory bowel disease in acute phase; Severe hepatic impairment; Severe renal impairment; Pregnancy and lactation.

Common Adverse Effects: Fatigue, Headache, Increased appetite, Dizziness.",NAT2,489
460,Lofibrate,lofibrate,Boehringer Ingelheim,Cardiovascular,Cardiac Glycoside,72985-450-39,132.02,Topical Cream,"0.05 % Topical Cream, 100 g tube. Typical dosing: twice daily.","lofibrate is a cardiac glycoside used in the management of heart failure, hypertension, and related cardiovascular conditions.

Mechanism of Action: lofibrate works by promoting sodium and water excretion by inhibiting sodium reabsorption in the distal tubule.

Pharmacokinetics: Slowly absorbed after oral administration. Low protein binding (<30%). Metabolized through multiple pathways with no single dominant route. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Cardiogenic shock; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Headache, Chest pain, Flushing, Syncope, Rash, Pruritus.",CYP3A4,616
461,Stazolam,stazolam,AbbVie,Antibiotic,Quinolone,85996-518-83,42.66,Extended-Release Tablet,"200 mcg Extended-Release Tablet, 60 Extended-Release Tablets per bottle. Typical dosing: three times daily.","stazolam is a quinolone antibiotic that inhibits bacterial cell wall synthesis, effective against both gram-positive and gram-negative organisms.

Mechanism of Action: stazolam works by interfering with bacterial folate synthesis, inhibiting DNA and RNA production.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Does not significantly penetrate the blood-brain barrier. Metabolized via non-CYP450 pathways. Prolonged half-life allowing once-daily dosing.

Contraindications: History of antibiotic-associated colitis; Myasthenia gravis (for certain antibiotic classes); Known bacterial resistance; Concurrent use of contraindicated medications.

Common Adverse Effects: Abdominal pain, Nausea, Vomiting, Diarrhea, Photosensitivity, Candidiasis, Pruritus.",,476
462,Aclizid,aclizid Phosphate,Genentech,Respiratory,Leukotriene Modifier,25039-502-51,91.41,Powder for Reconstitution,"10 mg Powder for Reconstitution, 10 units per package. Typical dosing: once daily.","aclizid is indicated for maintenance treatment of bronchospasm associated with respiratory disorders.

Mechanism of Action: aclizid works by antagonizing histamine H1 receptors, reducing allergic responses.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Highly protein-bound (approximately 90-95%). Metabolized through multiple pathways with no single dominant route. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Rhinitis, Rash, Cough, Dizziness, Nausea.",,560
463,Tastatin,tastatin,Glenmark,Central Nervous System,SNRI,94860-989-88,34.05,Oral Suspension,"10.0 mg/mL Oral Suspension, 150 mL bottle. Typical dosing: at bedtime.","tastatin is used in the treatment of neurological and psychiatric disorders by modulating neurotransmitter activity.

Mechanism of Action: tastatin works by binding to opioid receptors, modulating pain perception pathways.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Highly protein-bound (approximately 90-95%). Subject to minimal metabolism, with most of the drug excreted unchanged. Excreted in urine as metabolites.

Contraindications: Concomitant use of monoamine oxidase inhibitors; Recent myocardial infarction; Hypersensitivity to the active substance or any of the excipients; Angle-closure glaucoma; Severe hepatic impairment.

Common Adverse Effects: Paresthesia, Headache, Diarrhea, Memory impairment, Abdominal pain, Tremor.",,692
464,Qugestin,qugestin Calcium D,Sun Pharmaceutical,Hormonal,Growth Hormone,59717-104-12,192.11,Extended-Release Capsule,"0.15 mg Extended-Release Capsule, 180 Extended-Release Capsules per bottle. Typical dosing: three times daily.","qugestin belongs to the class of growth hormone agents within the hormonal category.

Mechanism of Action: qugestin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is reduced when taken with food. Low protein binding (<30%). Metabolized via non-CYP450 pathways. Elimination rate depends on hepatic function.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Headache, Pruritus, Fatigue, Rash, Vomiting, Dizziness, Diarrhea.","COMT,CYP3A4",282
465,Keolol,keolol Plus,AstraZeneca,Dermatological,Antipruritic,50948-147-95,30.77,Capsule,"500 mcg Capsule, 100 Capsules per bottle. Typical dosing: twice daily.","keolol is a antipruritic medication classified under dermatological drugs.

Mechanism of Action: keolol works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Well absorbed through transdermal application. Low protein binding (<30%). Metabolized to active metabolites that contribute to the therapeutic effect. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Severe renal impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Dizziness, Rash, Pruritus, Headache.",,653
466,Vitidine,vitidine,Torrent Pharmaceuticals,Antiviral,CCR5 Antagonist,96085-247-92,652.61,Nasal Spray,"20 mg/dose Nasal Spray, 30 mL bottle. Typical dosing: once daily.","vitidine is indicated for therapeutic applications related to antiviral conditions.

Mechanism of Action: vitidine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Does not significantly penetrate the blood-brain barrier. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Headache, Fatigue, Rash, Pruritus, Diarrhea, Nausea, Abdominal pain.",,637
467,Tezepine,Myltezepine,Mylan,Immunological,Vaccine,54146-733-66,368.17,Enteric-Coated Tablet,"200 mg Enteric-Coated Tablet, 120 Enteric-Coated Tablets per bottle. Typical dosing: twice daily.","tezepine is a vaccine medication classified under immunological drugs.

Mechanism of Action: tezepine works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Does not significantly penetrate the blood-brain barrier. Metabolized via non-CYP450 pathways. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Nausea, Headache, Pruritus, Rash, Fatigue, Vomiting.",,285
468,Inzolid,inzolid,Pfizer,Antibiotic,Glycopeptide,29526-825-80,30.83,Vaginal Suppository,"1000 mg Vaginal Suppository, 20 units per package. Typical dosing: four times daily.","inzolid demonstrates bactericidal activity against a wide spectrum of pathogens commonly associated with respiratory, skin, and urinary tract infections.

Mechanism of Action: inzolid works by inhibiting bacterial cell wall synthesis by binding to penicillin-binding proteins.

Pharmacokinetics: Absorption is reduced when taken with food. Crosses the blood-brain barrier. Undergoes conjugation reactions in the liver. Prolonged half-life allowing once-daily dosing.

Contraindications: Known bacterial resistance; Hypersensitivity to the active substance or any of the excipients; Myasthenia gravis (for certain antibiotic classes); Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Diarrhea, Nausea, Fatigue, Candidiasis, Vomiting, Allergic reactions, Dizziness.",,355
469,Mocaine,mocaine,Gilead Sciences,Antibiotic,Penicillin,16227-873-46,100.2,Dispersible Tablet,"500 mg Dispersible Tablet, 30 Dispersible Tablets per bottle. Typical dosing: four times daily.","mocaine is a broad-spectrum antibiotic used to treat various bacterial infections throughout the body.

Mechanism of Action: mocaine works by interfering with bacterial folate synthesis, inhibiting DNA and RNA production.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Distribution limited primarily to the vascular compartment. Subject to minimal metabolism, with most of the drug excreted unchanged. Terminal half-life of approximately 12-24 hours.

Contraindications: Myasthenia gravis (for certain antibiotic classes); Known bacterial resistance; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Photosensitivity, Pruritus, Allergic reactions, Vomiting, QT interval prolongation, Tooth discoloration, Candidiasis.",,291
470,Hydipine,Biohydipine,Biogen,Musculoskeletal,Muscle Relaxant,24453-458-26,141.4,Ophthalmic Solution,"5.0 % Ophthalmic Solution, 10 mL bottle. Typical dosing: twice daily.","hydipine is a muscle relaxant medication classified under musculoskeletal drugs.

Mechanism of Action: hydipine works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Does not significantly penetrate the blood-brain barrier. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Excreted in urine as metabolites.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Rash, Abdominal pain, Vomiting, Diarrhea.",,635
471,Silizid,AL-silizid Nitrate HCl,Abbott Laboratories,Respiratory,Expectorant,34678-850-12,155.25,Nasal Spray,"400 mg/dose Nasal Spray, 20 mL bottle. Typical dosing: once daily.","silizid is a expectorant indicated for the treatment of asthma and chronic obstructive pulmonary disease (COPD).

Mechanism of Action: silizid works by inhibiting phosphodiesterase enzymes, resulting in bronchodilation and anti-inflammatory effects.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Accumulates in adipose tissue due to lipophilic properties. Metabolized through multiple pathways with no single dominant route. Clearance is reduced in patients with renal impairment.

Contraindications: Known hypersensitivity to adrenergic compounds; Hypersensitivity to the active substance or any of the excipients; Status asthmaticus; Untreated fungal infections of the respiratory tract; Severe renal impairment.

Common Adverse Effects: Cough, Rash, Abdominal pain, Pharyngitis.",,493
472,Escycline,escycline,Alembic Pharmaceuticals,Gastrointestinal,Antispasmodic,51964-808-62,61.3,Enteric-Coated Tablet,"30 mg Enteric-Coated Tablet, 20 Enteric-Coated Tablets per bottle. Typical dosing: as directed by physician.","escycline is a antispasmodic used in the treatment of acid-related gastrointestinal disorders.

Mechanism of Action: escycline works by inhibiting the gastric H+/K+ ATPase enzyme system, suppressing gastric acid production.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Low protein binding (<30%). Metabolism shows significant inter-individual variability. Prolonged half-life allowing once-daily dosing.

Contraindications: Inflammatory bowel disease in acute phase; Severe hepatic impairment; Gastrointestinal perforation.

Common Adverse Effects: Fatigue, Constipation, Dry mouth, Vomiting, Dyspepsia, Headache.",,486
473,Gezepine,gezepine Maleate,Sun Pharmaceutical,Central Nervous System,Anxiolytic,48964-811-87,125.11,Sublingual Tablet,"5.0 mg Sublingual Tablet, 120 Sublingual Tablets per bottle. Typical dosing: at bedtime.","gezepine is a anxiolytic that acts on the central nervous system to treat conditions such as depression, anxiety, or seizures.

Mechanism of Action: gezepine works by binding to opioid receptors, modulating pain perception pathways.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Distribution limited primarily to the vascular compartment. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Excreted in urine as metabolites.

Contraindications: Severe renal impairment; Severe hepatic impairment; Suicidal ideation; Concomitant use of monoamine oxidase inhibitors.

Common Adverse Effects: Pruritus, Vomiting, Dizziness, Depression, Diarrhea, Fatigue.","CYP2C9,G6PD,CYP2E1",415
474,Vithiazide,vithiazide,Gilead Sciences,Cardiovascular,Antihypertensive,50535-155-71,138.52,Extended-Release Capsule,"200 mcg Extended-Release Capsule, 10 Extended-Release Capsules per bottle. Typical dosing: once daily.","vithiazide is a antihypertensive used in the management of heart failure, hypertension, and related cardiovascular conditions.

Mechanism of Action: vithiazide works by reducing the activity of the renin-angiotensin-aldosterone system.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Highly protein-bound (approximately 90-95%). Undergoes conjugation reactions in the liver. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Acute heart failure; Severe hepatic impairment; Severe bradycardia; Bilateral renal artery stenosis.

Common Adverse Effects: Vomiting, Nausea, Edema, Dizziness, Rash.",CYP3A4,587
475,Licitabine,Roclicitabine Hydrochloride,Roche,Dermatological,Antipsoriatic,70075-418-49,144.48,Enteric-Coated Tablet,"20.0 mg Enteric-Coated Tablet, 28 Enteric-Coated Tablets per bottle. Typical dosing: as directed by physician.","licitabine is indicated for therapeutic applications related to dermatological conditions.

Mechanism of Action: licitabine works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is enhanced when taken with food. Does not significantly penetrate the blood-brain barrier. Metabolized via non-CYP450 pathways. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Fatigue, Diarrhea, Abdominal pain, Headache.",,576
476,Laglitazone,laglitazone,Cipla,Gastrointestinal,Antispasmodic,57746-148-35,424.75,Intravenous Solution,"0.1 % Intravenous Solution, 120 mL bottle. Typical dosing: once daily.","laglitazone provides relief from symptoms associated with gastroesophageal reflux disease (GERD) and peptic ulcer disease.

Mechanism of Action: laglitazone works by inhibiting the gastric H+/K+ ATPase enzyme system, suppressing gastric acid production.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Does not significantly penetrate the blood-brain barrier. Undergoes conjugation reactions in the liver. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Inflammatory bowel disease in acute phase.

Common Adverse Effects: Flatulence, Headache, Fatigue, Dry mouth.",,484
477,Protide,protide Maleate D,Johnson & Johnson,Antidiabetic,DPP-4 Inhibitor,29759-928-17,287.33,Tablet,"2.0 g Tablet, 90 Tablets per bottle. Typical dosing: once daily.","protide stimulates insulin secretion from pancreatic beta cells, helping to lower blood glucose levels in diabetic patients.

Mechanism of Action: protide works by stimulating insulin release from pancreatic beta cells.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Accumulates in adipose tissue due to lipophilic properties. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Severe renal impairment (GFR < 30 mL/min); Severe hepatic impairment; Acute or chronic metabolic acidosis; Diabetic ketoacidosis.

Common Adverse Effects: Lactic acidosis, Weight gain, Pruritus, Hypoglycemia, Peripheral edema, Urinary tract infections.",,483
